"symbol__gene_id","gene_id","module_color","module","A68ShootFlight","A68ShootFlight1","A68ShootFlight2","A68ShootFlight3","A68ShootGround","A68ShootGround1","A68ShootGround2","A68ShootGround3","D130ShootFlight","D130ShootFlight1","D130ShootFlight2","D130ShootFlight3","D130ShootGround","D130ShootGround1","D130ShootGround2","D130ShootGround3","WTShootFlight","WTShootFlight1","WTShootFlight2","WTShootFlight3","WTShootGround","WTShootGround1","WTShootGround2","WTShootGround3","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","description","entrezgene_id","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol","set"
"NA__GOHIR.A12G005700","GOHIR.A12G005700","brown","3",5.60354677580254,2.88372249189632,4.2891790075307,5.2880159197564,5.71274569945688,6.39423421423709,5.32395986246001,6.38127542785664,4.98528229734967,5.97266423547777,3.11440863460451,3.08945692357085,5.90423440414007,5.99837814363013,5.73282856200487,6.59327402620917,7.33924259974081,7.90088004479577,8.12452966949948,3.71478406110326,4.48095988327374,5.39426155872513,5.51720315273531,7.4388822817365,NA,"A12",692699,NA,1,"protein_coding","ASPARTYL PROTEASES ",NA,1770,1311,1770,30,429,1,NA,"List"
"NA__GOHIR.A12G053150","GOHIR.A12G053150","brown","3",3.77615705803236,2.74511169189668,3.62920243250671,3.43553613284969,4.05640520778577,2.86860268915848,4.60179808311366,2.95958948430318,4.03395286269581,3.76782593681297,3.6035298674839,3.1820131104832,3.0160479299037,5.29699946661509,3.4204079586368,5.58556051221181,10.561403177668,4.16453982899686,3.60533583869366,3.43928074048115,2,4.19150252964477,6.94123812376283,5.25314241208656,NA,"A12",10945246,NA,1,"protein_coding",NA,NA,1166,543,1166,159,NA,4,NA,"List"
"NA__GOHIR.A12G135600","GOHIR.A12G135600","brown","3",4.83666190547717,2.42013419803197,2.6763755803175,4.05869976336691,2.76732255093406,3.40696499508722,3.57135297758271,4.15837159015423,2.93385115214148,4.2454163949661,2.36878579064934,2.88436690910893,3.43506967371852,3.76885131431433,2.45689067799875,3.70373453095884,7.29847019349427,5.42667474854717,7.06417963147318,4.68277066099553,2.7854101772743,3.31416711239318,5.03535862153063,6.07823789086406,NA,"A12",86782656,NA,1,"protein_coding","EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN ",NA,1305,366,1305,440,499,1,NA,"List"
"NA__GOHIR.A12G201300","GOHIR.A12G201300","brown","3",3.38777646284645,2.74511169189668,2.6763755803175,2.57249519080368,5.00379644008648,3.40696499508722,3.4276825686727,5.54932905039036,2.4479996514291,4.72521964020813,2,2.35837915374809,2.42308377791439,2.61830656417798,4.54684395717377,4.66934388547027,4.95763719323603,5.65658563859539,7.75780490011025,6.78313040678024,2.7854101772743,3.13044981286818,6.62558388106959,6.35213145649779,NA,"A12",101775198,NA,1,"protein_coding","(+)-abscisic acid 8'-hydroxylase (E1.14.13.93)",NA,2421,1392,2421,29,384,7,NA,"List"
"NA__GOHIR.A12G217200","GOHIR.A12G217200","brown","3",5.81718120906812,4.18572262978845,6.17364035501568,5.45751723073697,7.47103026712501,6.47681973870743,7.58623326067029,7.65656082959017,5.38789120292408,8.122831013745,5.66113669243418,3.76420633726651,7.6654895777793,6.97723955233393,5.46723660269767,8.70428352454174,9.52159780852774,9.09150624251411,8.84752491113136,7.15065860160651,6.19896357297578,6.95554829611207,9.08160869352666,9.05994328014147,NA,"A12",103618187,NA,1,"protein_coding","Glycogenin glucosyltransferase / Priming glucosyltransferase",NA,3283,1431,3283,161,206,4,NA,"List"
"NA__GOHIR.A12G235400","GOHIR.A12G235400","brown","3",5.83363449795353,3.01017545544712,4.74030984265121,4.49246508104013,4.83661993606313,5.17831029418855,4.30558119292644,6.84362491248917,3.75144606094536,7.37007124050778,3.6035298674839,3.42862952518244,4.68989114648585,4.32568629639498,2.64050120205426,6.16436240017944,7.37889432500173,8.44546169619705,8.52375177800106,8.38291642605522,4.54198110334406,4.44883807723355,7.56101068655847,7.36868772284699,NA,"A12",105511248,NA,1,"protein_coding","WRKY DNA -binding domain (WRKY)",NA,2402,1086,2402,323,795,3,NA,"List"
"NA__GOHIR.A12G254100","GOHIR.A12G254100","brown","3",7.2303015935943,3.6768713025492,6.19735233952096,7.44693989557248,4.87164096548238,5.5781042505396,7.49906116900769,7.07688213406625,3.75144606094536,6.44935232660715,5.40759274813482,5.38494647477434,5.57353139002674,5.29699946661509,6.55711076755949,5.94402644082607,7.81445129765875,7.33901809209723,10.676236433251,7.74905784125096,5.04191280188477,5.75353327151462,5.60241561468531,6.95501287083161,NA,"A12",107301251,NA,1,"protein_coding","HEAT SHOCK PROTEIN 90 ",NA,3413,2112,3413,261,266,4,NA,"List"
"NA__GOHIR.A12G260900","GOHIR.A12G260900","brown","3",5.89763306473998,3.42774564419035,4.60502453520911,4.36185067455433,4.97187507882429,4.35880918980595,5.83182143531134,6.38127542785664,4.15685003319907,6.90037643884011,3.11440863460451,3.08945692357085,5.14374936918376,4.16284475288014,3.85122450090502,7.45585932301525,10.2974090225642,7.84951413829047,8.86729180196447,6.55700818451929,4.12984921369922,4.9147528547122,7.6029714693803,7.2285079803564,NA,"A12",107796120,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1153,624,1153,201,220,2,NA,"List"
"NA__GOHIR.A13G014900","GOHIR.A13G014900","brown","3",9.32853998829537,6.84399716007029,7.73702377922085,7.97966867785672,8.74407805498924,8.178710567403,8.10025649743881,10.0216088920224,6.6458016702629,9.18313151744606,6.49528936007109,6.20813152017647,8.95449124508395,8.28138053686156,7.834745416196,9.66562056634013,10.9115835361524,10.3532823099867,11.0413112741582,9.86568279884732,7.88576413402313,8.10409304217866,10.9851364541287,11.0597889179546,NA,"A13",1831923,NA,1,"protein_coding","ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 29-RELATED",NA,2987,2025,2987,388,279,2,NA,"List"
"NA__GOHIR.A13G028000","GOHIR.A13G028000","brown","3",3.55586561488141,2,3.13503548238283,2.98125839902982,2.61030411631385,3.29001960256901,2.88367650908263,2.95958948430318,2.78934949873028,4.32452450265659,2.66223396262617,2.19028918046692,2,2.34202686779743,2,3.08998308067961,7.49170207648166,4.71659029266676,5.67830503522596,4.80560141534435,2.44550545566904,2.37553156879275,3.82956696539905,2.9129327379303,NA,"A13",3243459,NA,1,"protein_coding","WDSAM1 PROTEIN ",NA,1901,1458,1901,80,363,1,NA,"List"
"NA__GOHIR.A13G038200","GOHIR.A13G038200","brown","3",8.08605079961261,5.90969233298773,7.14534689009514,6.73185661348766,8.06604932798683,7.22262366874797,6.52179525666847,8.08242133730818,7.63795116546887,7.30328624019096,6.39898832776448,4.53449533141493,6.27818435176134,7.80335378732217,6.52244780815024,9.70126678281108,7.16874691607974,8.24803458407899,5.72857297977883,3.43928074048115,6.13107871816765,8.56460685854517,6.73026155417995,7.19412864533687,NA,"A13",4687416,NA,1,"protein_coding","PHYB activation tagged suppressor 1 (CYP734A1, BAS1)",NA,2418,1590,2418,69,438,5,NA,"List"
"NA__GOHIR.A13G046200","GOHIR.A13G046200","brown","3",6.85647714427046,4.01523639596289,5.51942828480195,4.55358985866488,4.97187507882429,4.10553539555896,6.16200248808113,5.46954766184308,5.17172646219901,7.91488252168455,4.16838123875619,3.76420633726651,4.76414179767502,5.99837814363013,4.24055985157985,6.23091523365032,10.0496946800195,8.52036412753446,8.61008252535241,5.41960888284668,3.29111112720874,5.26636778164258,7.6166915037741,7.00875173690361,NA,"A13",5948745,NA,1,"protein_coding","ZINC FINGER PROTEIN AZF3-RELATED",NA,1869,807,1869,585,477,1,NA,"List"
"NA__GOHIR.A13G076500","GOHIR.A13G076500","brown","3",4.6634077418206,6.41163780703194,6.24363820977549,5.35822368125737,5.06559534078385,6.72225987169293,4.13102470713422,7.72687491662255,4.60835154579687,2.61780080759122,7.35414846417973,7.53164845125222,5.19833239774204,4.40069586355624,7.42342007974057,4.13295390112547,5.61833775063958,3.39259727247032,5.16087179559465,6.78313040678024,6.77667008085698,4.36805438990209,5.73412426576733,5.06302706056376,NA,"A13",22203918,NA,1,"protein_coding","Pollen allergen (Pollen_allerg_1) ",NA,1355,747,1355,50,348,3,NA,"List"
"NA__GOHIR.A13G233000","GOHIR.A13G233000","brown","3",4.23833641197001,2,2.37746796713408,2,3.36722730504187,2.4987071410109,2.64466924019999,2.70472824240449,2.24132005180405,5.67352845089942,2,2,2,3.2250778495991,2.45689067799875,2.35859751627867,8.92724493226965,4.43618756503281,4.5833223916525,4.40043977551295,2.44550545566904,2,3.25897507141247,4.27075804691125,NA,"A13",111444612,NA,1,"protein_coding","PROTEIN PHOSPHATASE 2C ",NA,1706,1143,1706,179,206,3,NA,"List"
"NA__GOHIR.D01G004550","GOHIR.D01G004550","brown","3",6.37325551015612,3.59851388837158,5.44214426016932,5.74640734868984,5.03502676529683,3.70982321826618,4.8474335402701,3.5308263006631,5.43722542712701,6.3769686215115,2.90596453624025,3.35101561111589,3.60632031527194,4.5399405204505,2.45689067799875,6.27363712256241,5.96948175780703,7.25378119816529,4.13895953530986,3.43928074048115,4.97710252549934,5.47363029579888,4.95122846272045,3.12244667818122,NA,"D01",313428,NA,1,"protein_coding","Very-long-chain 3-oxoacyl-CoA synthase / Very-long-chain beta-ketoacyl-CoA synthase",NA,1706,960,1706,128,618,1,NA,"List"
"NA__GOHIR.D01G094300","GOHIR.D01G094300","brown","3",5.25833477032882,4.13110218213171,3.62920243250671,4.92139061047095,3.55129299763158,4.84683465175044,4.13102470713422,4.51696877592419,4.3750940262865,3.76782593681297,3.11440863460451,3.1820131104832,2.42308377791439,3.76885131431433,3.31633210637349,5.153968691874,5.4793287676953,6.35798199518278,8.72287414388721,2.6513330449187,3.29111112720874,3.31416711239318,4.16451001339232,4.58566567762675,NA,"D01",16641693,NA,1,"protein_coding","Dehydrin (Dehydrin)",NA,1120,600,1120,169,256,2,NA,"List"
"NA__GOHIR.D01G100000","GOHIR.D01G100000","brown","3",4.54849876624776,4.23835036169906,3.88422247656276,2.98125839902982,6.53084489157567,5.42011176646455,5.05726840525909,6.50648757652155,5.17172646219901,5.03847337557801,3.8565437518839,3.26898764243196,4.9020771580067,6.83573317425649,5.60613571764221,7.68678103136509,6.97536777199592,6.14726791174067,5.19702601499971,3.8350284653394,5.16340295041637,6.40718875432939,6.5127127377628,7.8455810043131,NA,"D01",48847857,NA,1,"protein_coding",NA,NA,798,456,798,159,183,1,NA,"List"
"NA__GOHIR.D01G108400","GOHIR.D01G108400","brown","3",6.97986929690613,3.75119122132242,5.59278192153619,4.49246508104013,5.23653786375587,4.41574280715173,5.96789726345138,6.0104310294294,4.56461993603543,8.25996147380323,3.73557628210589,3.42862952518244,4.68989114648585,5.48108872882121,3.51747833248556,5.80531589156211,8.6149343893865,8.4721221597047,7.90713926639002,6.89802681700305,4.4494532892233,5.31027090845261,7.55389701777891,6.07823789086406,NA,"D01",20508517,NA,1,"protein_coding","ZINC FINGER PROTEIN AZF3-RELATED",NA,1454,672,1454,175,607,1,NA,"List"
"NA__GOHIR.D01G141800","GOHIR.D01G141800","brown","3",4.69976310163822,2.5917541056907,4.92206804434175,4.49246508104013,4.60650920920234,2.4987071410109,4.46127879825987,3.81530920512334,4.56461993603543,6.4842263372844,4.57325705611517,2.76973957966326,2.74981818715564,3.65089734552499,3.6939808784901,4.90498759017388,7.62957889739156,6.71762164805717,6.37474519991339,5.6337073339027,3.55068043513161,4.59798327751573,5.75908222179978,5.70773220060547,NA,"D01",45552464,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1588,549,1588,193,524,4,NA,"List"
"NA__GOHIR.D01G160900","GOHIR.D01G160900","brown","3",4.90052924211481,2.88372249189632,3.88422247656276,4.36185067455433,3.15619527249291,4.35880918980595,4.22094136269604,5.24835387453887,4.15685003319907,4.53873875602274,2.36878579064934,2.50891254229054,3.75938304448423,3.97925617107348,2.80336000352587,5.00978988386631,5.4793287676953,6.9193003340448,7.37942520500953,3.8350284653394,3.49003388090988,4.09440234949898,5.42663994192068,6.05288143065436,NA,"D01",55771888,NA,2,"protein_coding","MONOOXYGENASE ",NA,1858,1214,1858,74,191,5,NA,"List"
"NA__GOHIR.D01G170300","GOHIR.D01G170300","brown","3",7.25494413865508,4.33817455199639,6.80298890766626,7.25786449485051,7.16711186232602,7.47116838335885,8.29397483276236,8.11556147017756,6.30404344247749,7.5699915542878,5.36744089821949,4.30678344232909,8.23443077076746,7.2035864929552,6.63489215956464,7.77863334007236,8.54693946493011,9.17501797459177,9.10466835672235,5.29933126354694,6.37697904502294,7.04920760163365,7.75958088639951,8.90205855962749,NA,"D01",57859354,NA,1,"protein_coding","Protein kinase domain (Pkinase) ",NA,3800,2991,3800,94,614,2,NA,"List"
"NA__GOHIR.D01G190800","GOHIR.D01G190800","brown","3",8.66851013543561,5.34019255526581,7.16952457952639,7.58509792878957,8.9769961415098,7.623948045024,7.53456453114214,8.4054547252878,7.91106762776222,8.55472624379921,6.23014168950234,5.47915975841448,6.42273267443544,8.26641664303098,6.05730968445681,10.1426916379756,9.23874118906939,10.3106576313257,7.10280675900599,5.6337073339027,7.85903535974996,7.96681610825833,8.38256951154347,8.22057042100637,NA,"D01",61680772,NA,1,"protein_coding","(-)-germacrene D synthase (GERD)",NA,2528,1671,2528,53,274,6,NA,"List"
"NA__GOHIR.D01G191000","GOHIR.D01G191000","brown","3",6.26823094610452,3.3341300574774,5.48130371607781,5.09591540392231,5.15359695929746,4.41574280715173,5.28279600927189,5.38509474640965,4.65079645120433,8.50888836188851,2.90596453624025,3.57235302301233,4.68989114648585,5.25718507146975,3.6939808784901,5.68386616598425,9.07939984930154,9.02360884806294,8.54844965904017,7.96870888869028,4.04806987674594,5.07603513478766,6.18455783404556,5.64123374178192,NA,"D01",61712275,NA,1,"protein_coding","E3 UBIQUITIN-PROTEIN LIGASE PUB22-RELATED",NA,1519,1209,1519,221,89,1,NA,"List"
"NA__GOHIR.D01G192001","GOHIR.D01G192001","brown","3",5.76666460850433,3.59851388837158,4.86398960224504,2.7913056449142,6.05501359079702,6.18088716210179,5.00760101468355,5.62492874752734,3.49607242737953,5.03847337557801,4.07173580493983,2.50891254229054,5.30166836640557,4.60482721735636,4.12208417964381,5.28503881379777,5.86165887801178,6.20290118387598,7.9341663319946,4.97221938307773,4.20724050453106,5.3528773670162,6.39025570441981,7.55179885142973,NA,"D01",61842971,NA,1,"protein_coding","HARPIN-INDUCED PROTEIN-LIKE-RELATED",NA,1254,444,1254,439,371,1,NA,"List"
"NA__GOHIR.D01G215000","GOHIR.D01G215000","brown","3",6.28028509217745,3.01017545544712,4.10086297294918,4.49246508104013,3.63520826774292,4.76155232237149,4.38552936417163,5.29538901705356,3.18555975355839,5.25588550226109,2.66223396262617,3.35101561111589,4.34751979078453,4.40069586355624,3.77474393638957,5.71520046361746,6.06980362212107,7.44279277846813,8.29684826038723,5.60015864985375,4.71093626635355,3.31416711239318,5.29630443586236,5.73986624438938,NA,"D01",64580007,NA,1,"protein_coding","Receptor protein-tyrosine kinase / Receptor protein tyrosine kinase ",NA,2018,1773,2018,13,154,2,NA,"List"
"NA__GOHIR.D02G057100","GOHIR.D02G057100","brown","3",5.74942486454421,3.01017545544712,3.99660535351819,3.97179550085875,5.7880039099988,4.84683465175044,3.26810619600039,5.50998977714615,5.05014469826483,6.4842263372844,3.4581686629732,2.6452124655781,3.43506967371852,5.41024619632058,3.31633210637349,8.18335605274653,6.06980362212107,6.04949534091998,4.73856712609494,2.36211567114277,4.48095988327374,6.01464014197727,5.19019289423873,5.57152142123965,NA,"D02",7628648,NA,1,"protein_coding","Pathogenesis-related protein Bet v I family (Bet_v_1)",NA,1084,486,1084,64,446,2,NA,"List"
"NA__GOHIR.D02G057500","GOHIR.D02G057500","brown","3",6.0032227282966,3.2340156722936,4.60502453520911,3.67442448028683,5.92767712332717,5.11095044211951,2.64466924019999,5.29538901705356,4.98528229734967,6.11297474965194,3.11440863460451,2.50891254229054,3.60632031527194,5.03974824143164,3.6939808784901,8.17774340396729,6.06980362212107,6.42189471439486,3.60533583869366,2.36211567114277,4.51179309369069,6.14157815944891,4.99390670713736,5.20791033887323,NA,"D02",7747318,NA,2,"protein_coding","Pathogenesis-related protein Bet v I family (Bet_v_1)",NA,1362,486,1226,150,451,2,NA,"List"
"NA__GOHIR.D02G071400","GOHIR.D02G071400","brown","3",5.98860344679746,4.07433215382681,3.99660535351819,4.49246508104013,4.64750096391682,5.07605319118489,5.00760101468355,4.59423824429262,3.67124129487916,6.6158579599863,2.36878579064934,3.63917935507575,4.83475734180146,4.60482721735636,3.92385395551021,5.86241020781826,8.77209808188048,7.65712330866537,7.94483696488734,6.42909876234533,4.60052572566346,4.79625498081983,6.34151491556788,5.49826874164299,NA,"D02",10665040,NA,1,"protein_coding","WDSAM1 PROTEIN ",NA,1759,1221,1759,297,241,1,NA,"List"
"NA__GOHIR.D02G145800","GOHIR.D02G145800","brown","3",5.41960684055039,4.64150122282358,5.44214426016932,4.82551427485379,5.92767712332717,6.19721790187063,6.25006613693051,7.28928768674525,4.80909208364921,5.67352845089942,5.04991653743103,4.34731969780141,7.59603682961723,5.81857146675566,6.12047954809446,6.98902519769028,8.10192444326347,7.37175104785267,8.26313949024195,5.6337073339027,5.310948126201,4.9147528547122,7.78410600653326,8.76043049101751,NA,"D02",55151090,NA,1,"protein_coding","ribose 5-phosphate isomerase A (rpiA)",NA,1205,783,1205,202,220,1,NA,"List"
"NA__GOHIR.D02G153200","GOHIR.D02G153200","brown","3",5.95891280908323,3.2340156722936,5.51942828480195,4.92139061047095,6.74429393261886,5.33411478502018,4.90282211730128,6.964962572179,5.20058578114279,6.17832381627949,4.07173580493983,3.26898764243196,4.14009296602165,5.67486619581526,3.99300161621078,7.87888873274535,7.12277750224057,7.1725097751412,4.63694837679835,2,4.97710252549934,6.57854298664329,5.94457592941415,6.05288143065436,NA,"D02",57859952,NA,1,"protein_coding","Xenobiotic-transporting ATPase / Steroid-transporting ATPase",NA,6291,4380,6291,314,516,11,NA,"List"
"NA__GOHIR.D02G154700","GOHIR.D02G154700","brown","3",2.21620658678122,3.12643243559972,2.6763755803175,2.57249519080368,4.28142936053307,2.4987071410109,2.64466924019999,3.17611545219082,2.4479996514291,4.07286220309567,3.11440863460451,2.50891254229054,2,3.38140341602474,2.94968511178051,2,5.96948175780703,4.43618756503281,6.97329087335562,6.93885862091495,2.56792329405197,3.31416711239318,2.55032825666491,4.35615958972902,NA,"D02",58296827,NA,2,"protein_coding","Cleavage site for pathogenic type III effector avirulence factor Avr (AvrRpt-cleavage)",NA,1203,226,1203,280,337,3,NA,"List"
"NA__GOHIR.D02G176200","GOHIR.D02G176200","brown","3",4.86894896653772,3.5156549694618,5.31785355954745,3.97179550085875,5.48292125513892,5.17831029418855,4.66723765728124,5.50998977714615,3.96834148901325,5.61178833173907,3.2965032520356,3.08945692357085,3.43506967371852,4.5399405204505,4.50010226017717,5.77589844213815,7.84308483215676,6.59821991355878,7.10280675900599,6.78313040678024,4.4494532892233,4.28247749937117,6.32489505755202,6.54634000591333,NA,"D02",64847126,NA,1,"protein_coding","WDSAM1 PROTEIN ",NA,3608,3102,3608,NA,306,3,NA,"List"
"NA__GOHIR.D02G189500","GOHIR.D02G189500","brown","3",4.50806778601628,3.12643243559972,3.48251761949464,3.67442448028683,4.17330010786424,5.04029084407491,4.60179808311366,6.58430552645829,3.58631380713011,5.03847337557801,2,3.93351522195273,4.6116107283647,4.47199747563354,4.24055985157985,5.55124483939799,5.96948175780703,6.45281973489374,7.6832965492935,6.08553730734154,3.86913508951526,4.79625498081983,7.39578495679819,7.33752634534474,NA,"D02",67177969,NA,1,"protein_coding","TRANSMEMBRANE PROTEIN 53",NA,3191,1308,3191,395,229,5,NA,"List"
"NA__GOHIR.D02G196200","GOHIR.D02G196200","brown","3",3.38777646284645,2.5917541056907,2.37746796713408,4.66857905138723,3.86112358891331,5.67457179213596,2.88367650908263,4.25671654395696,3.49607242737953,3.97817298145963,2,2.6452124655781,4.44102548525816,4.40069586355624,3.60842713845008,4.90498759017388,6.41315524464084,6.32493151821087,6.27679376594443,2,4.20724050453106,2.91987580026354,4.81505177241008,4.78362308090983,NA,"D02",68039695,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1438,984,1438,89,184,3,NA,"List"
"NA__GOHIR.D02G205000","GOHIR.D02G205000","brown","3",6.72153591772641,4.75422140575104,5.401892161878,3.78050607158505,4.97187507882429,4.41574280715173,5.47778801114027,6.8593620568737,4.77111651735779,7.46914591406865,3.6035298674839,3.63917935507575,4.83475734180146,4.94268399477729,3.60842713845008,6.27363712256241,8.64776668983022,8.4721221597047,8.95962868586884,6.84172210527272,4.00537346772265,5.26636778164258,7.91756574899233,7.9995039626898,NA,"D02",69362334,NA,1,"protein_coding","ZINC FINGER PROTEIN AZF3-RELATED",NA,1383,828,1383,313,242,1,NA,"List"
"NA__GOHIR.D02G205600","GOHIR.D02G205600","brown","3",6.68573191888642,4.64150122282358,6.33197990694419,4.96704067370794,5.976754712583,5.50126968862723,6.11586921707557,6.54592116854316,5.28385365399723,8.1717882759582,4.64218885468164,4.42512742552358,5.19833239774204,6.02232868406904,4.79935399207486,6.69107285318275,8.94055568431823,8.46834355336975,9.02394133030897,8.07021279077908,4.99903104460573,5.68848238742477,7.53234310121828,7.54271944392927,NA,"D02",69414329,NA,1,"protein_coding","PROTEIN PHOSPHATASE 2C ",NA,3166,1152,3166,300,859,4,NA,"List"
"NA__GOHIR.D03G069705","GOHIR.D03G069705","brown","3",6.06026199147817,3.6768713025492,4.53230662711106,5.13643639238027,4.80072758576051,5.69771345110039,4.90282211730128,6.48635908042783,5.01807798723917,6.2810624491128,4.07173580493983,3.57235302301233,4.76414179767502,5.03974824143164,3.99300161621078,7.92651936431339,6.81116398465011,7.67690405574276,7.87402392067263,5.12157138066851,4.20724050453106,5.3528773670162,6.91926322682129,6.59984665105977,NA,"D03",26830688,NA,2,"protein_coding","GLYCOSYLTRANSFERASE ",NA,2602,1538,2602,512,283,3,NA,"List"
"NA__GOHIR.D03G129500","GOHIR.D03G129500","brown","3",5.65999358255625,2.42013419803197,3.13503548238283,3.5599192025286,2.61030411631385,3.0231609343267,2.64466924019999,2.95958948430318,2.62874677778667,2.84943993215811,3.11440863460451,2.35837915374809,3.43506967371852,3.38140341602474,2.80336000352587,3.70373453095884,7.62957889739156,5.83150127270722,7.02448977109478,3.71478406110326,3.06030575205938,3.13044981286818,4.16451001339232,3.12244667818122,NA,"D03",47920215,NA,1,"protein_coding","ZPR1 zinc-finger domain (zf-ZPR1) ",NA,871,474,871,85,312,1,NA,"List"
"NA__GOHIR.D03G133300","GOHIR.D03G133300","brown","3",7.475428415875,6.12064411974728,5.82361038885912,5.74640734868984,7.58620129495513,6.09633987201953,6.93439821539555,7.54421420411745,4.88216983478994,8.1502343297866,5.40759274813482,4.9041276609245,7.31651184681927,6.73787429127973,6.28115895280369,7.8509481259954,9.56521700663137,8.57409448033279,9.39075107597908,8.13607201969934,6.189459122626,6.77932564632126,9.38195413324646,8.81424023792305,NA,"D03",48860508,NA,1,"protein_coding","LATE EMBRYOGENESIS ABUNDANT HYDROXYPROLINE-RICH GLYCOPROTEIN",NA,2019,789,2019,64,513,2,NA,"List"
"NA__GOHIR.D03G139700","GOHIR.D03G139700","brown","3",4.83666190547717,3.75119122132242,4.80347467337389,3.97179550085875,4.68736011379323,3.61576184939387,4.95616258171281,4.66757876785842,4.56461993603543,6.06770403232151,4.25895692487073,3.42862952518244,4.024005446112,4.72645168142458,3.4204079586368,5.05946778484332,9.66481772494284,7.08638533952224,7.37153755464731,5.29933126354694,3.29111112720874,3.75639983425102,5.39514323978138,5.06302706056376,NA,"D03",50000991,NA,1,"protein_coding","PROTEIN PHOSPHATASE 2C ",NA,2833,1185,2833,66,661,4,NA,"List"
"NA__GOHIR.D03G166600","GOHIR.D03G166600","brown","3",7.26710934383276,4.33817455199639,5.55657125994271,5.94197515506618,5.69330132351374,5.24266488988353,5.86008277264153,5.79822385029569,5.08151413431161,7.30328624019096,4.57325705611517,4.22212519935988,5.02796780519463,5.17410017721097,3.60842713845008,5.61907888656356,9.80967618883005,7.72836396476557,7.33954850571824,6.92537601743847,5.32837385863754,5.39426155872513,7.27119883495504,6.71747987039542,NA,"D03",53829667,NA,1,"protein_coding","AP2 domain (AP2)",NA,1248,948,1248,98,202,1,NA,"List"
"NA__GOHIR.D04G014200","GOHIR.D04G014200","brown","3",3.63309443821026,2.42013419803197,3.99660535351819,3.78050607158505,3.86112358891331,3.1627516759749,3.70200287017715,3.81530920512334,2.62874677778667,5.64298863708882,2,2.88436690910893,3.2407184095517,3.52243390118707,2.80336000352587,4.30757538124165,6.9226827792742,6.58432185917069,6.18975950819416,5.84895248872375,3.4267256293488,3.87808073440553,5.68287448658982,3.30535688571692,NA,"D04",2263757,NA,1,"protein_coding",NA,NA,621,300,621,193,128,1,NA,"List"
"NA__GOHIR.D04G155000","GOHIR.D04G155000","brown","3",6.53290813490757,3.01017545544712,3.88422247656276,5.05422333062148,5.7880039099988,5.69771345110039,4.53324859673159,6.62169504142157,4.3750940262865,5.2149454522958,2,3.08945692357085,4.6116107283647,4.94268399477729,4.79935399207486,7.90629847993808,7.62957889739156,7.41949874509638,6.09713567790355,3.8350284653394,4.31605957736729,4.79625498081983,6.73026155417995,6.70125104569555,NA,"D04",53768246,NA,1,"protein_coding","Ubiquinol oxidase (non-electrogenic) / Ubiquinol oxidase",NA,3690,1011,3690,285,473,4,NA,"List"
"NA__GOHIR.D05G096900","GOHIR.D05G096900","brown","3",6.428459563956,3.6768713025492,3.88422247656276,7.23938070980702,5.28929587232248,4.62336003470954,6.93439821539555,6.60312140592584,4.80909208364921,4.39951939632872,5.23981085720977,4.03626867576596,5.08701976247682,5.41024619632058,5.62803897019802,5.97023708340312,4.73127487487708,6.86285246705689,10.7358213335783,5.95891491704497,5.16340295041637,5.12602366595328,6.14723170201845,6.37277180958213,NA,"D05",8020313,NA,1,"protein_coding","heat shock 70kDa protein 1/8 (HSPA1_8)",NA,3060,1953,3060,284,166,2,NA,"List"
"NA__GOHIR.D05G143100","GOHIR.D05G143100","brown","3",6.38446660349955,3.01017545544712,2.92385636079773,3.14908589167165,2.76732255093406,2.86860268915848,3.08865834514957,3.81530920512334,4.27009496393345,5.47976732791705,3.11440863460451,2,2.42308377791439,3.65089734552499,2.45689067799875,4.03701925339726,5.86165887801178,6.75532280045288,5.16087179559465,2.36211567114277,2,3.99029223081701,2.94773176571744,3.61354485408319,NA,"D05",12364267,NA,2,"protein_coding","ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN ",NA,1776,945,1776,NA,366,5,NA,"List"
"NA__GOHIR.D05G152400","GOHIR.D05G152400","brown","3",5.1573797995879,2.74511169189668,2.6763755803175,3.78050607158505,4.93923140696447,5.33411478502018,4.03512925843078,5.50998977714615,3.18555975355839,5.37216489768317,2.90596453624025,2.99055323891648,3.89775296443651,4.66692074337652,3.77474393638957,6.14147792767834,8.14855243451847,5.57460212027351,5.91376997422532,5.84895248872375,4.00537346772265,4.19150252964477,6.08936684002309,6.76509893222073,NA,"D05",13364134,NA,1,"protein_coding",NA,NA,874,351,874,55,468,1,NA,"List"
